slug,status,resolution,market_title,market_id,closed,endDate,resolutionSource,notes
eth-multistrike-4h-1757347200-4200,RESOLVED,Yes,"Will the price of Ethereum be above $4,200 on September 8 at 12PM ET?",590513,True,2025-09-08T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-price-of-bitcoin-be-between-117k-and-117500-on-september-15-at-12am-et,RESOLVED,No,"Will the price of Bitcoin be between $117,000 and $117,500 on September 15 at 12AM ET?",597982,True,2025-09-15T04:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-nym-atl-2025-06-17,RESOLVED,Braves,Mets vs. Braves,552795,True,2025-06-24T23:15:00Z,https://www.mlb.com/,
nba-mil-ind-2024-04-30,RESOLVED,Bucks,NBA: Milwaukee Bucks vs. Indiana Pacers 2024-04-30,501234,True,2024-04-30T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-a-republican-win-oregon-in-the-2024-us-presidential-election,RESOLVED,No,Will a Republican win Oregon Presidential Election?,255146,True,2024-11-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-mil-phx-2025-03-24-spread-away-6pt5,RESOLVED,Underdog,Spread: Suns (-6.5),530245,True,2025-04-01T02:00:00Z,https://www.nba.com/,
will-the-new-england-patriots-be-the-first-team-to-reach-50-total-points-scored,RESOLVED,No,Will the New England Patriots be the first team to reach 50 total points scored?,577150,True,2026-01-10T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-khaman-maluach-be-the-second-pick-of-the-2025-nba-draft,RESOLVED,No,Will Khaman Maluach be the second pick of the 2025 NBA Draft?,549113,True,2025-06-26T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
gop-wins-popular-vote-by-0-1,RESOLVED,No,GOP wins popular vote by 0-1%?,504680,True,2025-01-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-powell-say-inflation-60-times-during-june-press-conference,RESOLVED,No,"Will Powell say ""Inflation"" 60+ times during June Press Conference?",542932,True,2025-06-18T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-camila-osorio-win-the-2025-wta-cincinnati,RESOLVED,No,Will Camila Osorio win the 2025 WTA Cincinnati?,573367,True,2025-08-20T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-belgium-qualify-from-group-f,RESOLVED_UNKNOWN,,Will Belgium qualify from Group F?,248033,True,2022-12-06T00:00:00Z,0xCB1822859cEF82Cd2Eb4E6276C7916e692995130,no payout==1 found
will-the-jazz-or-the-76ers-win-their-february-15h-matchup,RESOLVED_UNKNOWN,,Will the Jazz or the 76ers win their February 15h matchup?,88475,True,2021-02-15T00:00:00Z,nba.com,no payout==1 found
will-the-highest-temperature-in-new-york-city-be-between-87-88f-on-july-18,RESOLVED,No,Will the highest temperature in New York City be between 87-88°F on July 18?,563990,True,2025-07-18T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
xrp-up-or-down-september-7-5pm-et,RESOLVED,Down,"XRP Up or Down - September 7, 5PM ET",588502,True,2025-09-07T22:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
ethereum-up-or-down-june-25-9pm-et,RESOLVED,Up,"Ethereum Up or Down - June 25, 9PM ET",554981,True,2025-06-26T02:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-roland-gutierrez-win-the-texas-democratic-senate-primary,RESOLVED,No,Will Roland Gutierrez win the Texas Democratic Senate Primary?,255214,True,2024-03-03T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-heat-or-the-warriors-win-their-february-17th-matchup,RESOLVED_UNKNOWN,,Will the Heat or the Warriors win their February 17th matchup?,89627,True,2021-02-17T00:00:00Z,nba.com,no payout==1 found
will-taylor-pendrith-win-the-2025-travelers-championship,RESOLVED,No,Will Taylor Pendrith win the 2025 Travelers Championship?,552677,True,2025-06-23T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nfl-dal-no-2024-09-15,RESOLVED,Saints,Cowboys vs. Saints,506642,True,2024-09-15T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
eth-up-or-down-15m-1759598100,RESOLVED,Up,"Ethereum Up or Down - October 4, 1:15PM-1:30PM ET",621630,True,2025-10-04T17:30:00Z,https://data.chain.link/streams/eth-usd,
will-the-price-of-bitcoin-be-between-110500-and-111k-on-september-26-at-8pm-et,RESOLVED,No,"Will the price of Bitcoin be between $110,500 and $111,000 on September 26 at 8PM ET?",614479,True,2025-09-27T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nfl-lac-sf-2025-08-23-spread-away-2pt5,RESOLVED,No,Spread: Chargers (-2.5),579315,True,2025-08-30T00:00:00Z,https://www.nfl.com/,
will-the-highest-temperature-in-london-be-44f-or-below-on-february-25,RESOLVED,No,Will the highest temperature in London be 44°F or below on February 25?,524513,True,2025-02-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
bitcoin-up-or-down-june-29-11am-et,RESOLVED,Down,"Bitcoin Up or Down - June 29, 11AM ET",556267,True,2025-06-29T16:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-trump-say-america-five-or-more-times-in-his-speech-after-the-election-is-called,RESOLVED,No,"Will Trump say ""America"" five or more times in his speech after the election is called?",512032,True,2024-11-30T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
israel-x-hamas-ceasefire-in-2024,RESOLVED,No,Israel x Hamas ceasefire in 2024?,504642,True,2024-12-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
how-many-more-tweets-will-be-on-the-souljaboy-account-on-february-25-2021,RESOLVED_UNKNOWN,,"How many more tweets will be on the @SouljaBoy account on February 25, 2021?",91490,True,2021-02-25T00:00:00Z,https://tweetdeck.twitter.com/,no payout==1 found
solana-up-or-down-august-10-4am-et,RESOLVED,Up,"Solana Up or Down - August 10, 4AM ET",574150,True,2025-08-10T09:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
bitcoin-up-or-down-june-27-6am-et,RESOLVED,Down,"Bitcoin Up or Down - June 27, 6AM ET",555552,True,2025-06-27T11:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
btc-multistrike-4h-1756828800-108k,RESOLVED,Yes,"Will the price of Bitcoin be above $108,000 on September 2 at 12PM ET?",585860,True,2025-09-02T16:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
xrp-multistrike-4h-1757678400-2pt94,RESOLVED,Yes,Will the price of XRP be above $2.94 on September 12 at 8AM ET?,594768,True,2025-09-12T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-bloc-qubcois-win-the-third-most-seats-in-the-next-canadian-election,RESOLVED,Yes,Will the Bloc Québécois win the third most seats in the next Canadian Election?,529307,True,2025-04-28T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-jack-doohan-win-the-2025-china-grand-prix,RESOLVED,No,Will Jack Doohan win the 2025 China Grand Prix?,528855,True,2025-03-23T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
xrp-multistrike-4h-1758801600-3,RESOLVED,No,Will the price of XRP be above $3.00 on September 25 at 8AM ET?,612005,True,2025-09-25T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-highest-temperature-in-new-york-city-be-between-92-93f-on-june-25,RESOLVED,No,Will the highest temperature in New York City be between 92-93°F on June 25?,555049,True,2025-06-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
sol-multistrike-4h-1758182400-240,RESOLVED,Yes,Will the price of Solana be above $240 on September 18 at 4AM ET?,602204,True,2025-09-18T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
btc-multistrike-4h-1757188800-108pt5k,RESOLVED,Yes,"Will the price of Bitcoin be above $108,500 on September 6 at 4PM ET?",589424,True,2025-09-06T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
biden-senile-during-the-debate,RESOLVED_UNKNOWN,,Biden senile during the debate?,502591,True,2024-06-27T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,"multiple payouts==1: idx=[0, 1]"
nfl-sea-ari-2025-09-25-total-44pt5,RESOLVED,Under,Seahawks vs. Cardinals: O/U 44.5,612849,True,2025-09-28T00:00:00Z,https://www.nfl.com/,
bitcoin-up-or-down-august-24-5pm-et,RESOLVED,Up,"Bitcoin Up or Down - August 24, 5PM ET",579591,True,2025-08-24T22:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
nba-chi-phi-2025-04-13-spread-home-14pt5,RESOLVED,Bulls,Spread: Bulls (-14.5),536711,True,2025-04-20T17:00:00Z,https://www.nba.com/,
will-six-total-goals-be-scored-in-regulation-time-257,RESOLVED,No,Will six total goals be scored in regulation time?,548597,True,2025-05-31T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
fact-check-was-brian-thompson-perp-a-lone-actor,RESOLVED,Yes,Fact check: Was Luigi Mangione a lone actor?,515154,True,2024-12-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
wnba-gsv-min-2025-07-05-moneyline,RESOLVED,Lynx,Valkyries vs Lynx,560120,True,2025-07-13T00:00:00Z,https://www.wnba.com/,
ucl-bar-dor-2025-04-09-bar,RESOLVED,Yes,Will Barcelona win on 2025-04-09?,533770,True,2025-04-09T19:00:00Z,https://www.uefa.com/uefachampionsleague/,
champions-league-quarterfinals-barcelona-vs-dortmund,RESOLVED,Barcelona,Champions League Quarterfinals: Barcelona vs. Dortmund,527964,True,2025-03-16T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-highest-temperature-in-london-be-between-73-74f-on-july-15,RESOLVED,No,Will the highest temperature in London be between 73-74°F on July 15?,562371,True,2025-07-15T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-us-attack-iran-by-nov-30,RESOLVED,No,Will US attack Iran by Nov 30?,252842,True,2023-11-30T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
israel-military-action-on-yemen-before-june-519,RESOLVED,Yes,Israel military action on Yemen before June?,546812,True,2025-05-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
trump-mentioned-between-50-74-times-at-the-dnc-today,RESOLVED,No,Trump mentioned between 50-74 times at the DNC today?,505460,True,2024-08-20T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-ferrari-have-the-highest-constructor-score-at-the-saudi-arabian-gp,RESOLVED,No,Will Ferrari have the highest Constructor score at the Saudi Arabian GP?,537099,True,2025-04-21T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-jannik-sinner-win-30-against-carlos-alcaraz,RESOLVED,No,Will Jannik Sinner win 3:0 against Carlos Alcaraz?,589905,True,2025-09-08T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-bitcoin-be-between-110k-and-111k-on-july-11-at-5pm-et,RESOLVED,No,Will the price of Bitcoin be between $110K and $111K on July 11 at 5PM ET?,561960,True,2025-07-11T21:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-mil-det-2025-04-11-total-225pt5,RESOLVED,Over,Over 225.5,536338,True,2025-04-18T23:00:00Z,https://www.nba.com/,
will-harris-win-california-by-25-points,RESOLVED,No,Will Harris win California by 25+ points?,510924,True,2024-11-05T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
cfb-jvst-gaso-2025-09-13-spread-home-3pt0,RESOLVED,Georgia Southern,Spread: Georgia Southern (-3.0),596385,True,2025-09-13T23:00:00Z,https://www.ncaa.com/,
will-two-spacex-starship-launches-successfully-reach-outer-space-in-2024,RESOLVED,No,Will two SpaceX Starship launches successfully reach outer space in 2024?,500183,True,2024-12-30T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-london-be-between-68-69f-on-august-29,RESOLVED,No,Will the highest temperature in London be between 68-69°F on August 29?,582074,True,2025-08-29T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-las-vegas-raiders-be-the-first-team-to-reach-50-total-points-scored,RESOLVED,No,Will the Las Vegas Raiders be the first team to reach 50 total points scored?,577153,True,2026-01-10T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-ethereum-be-between-4600-and-4625-on-september-19-at-12pm-et,RESOLVED,No,"Will the price of Ethereum be between $4,600 and $4,625 on September 19 at 12PM ET?",603990,True,2025-09-19T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
atp-bonzi-vs-marozsan-2025-09-25,RESOLVED,Marozsan,China Open: Benjamin Bonzi vs Fabian Marozsan,609796,True,2025-10-02T02:00:00Z,https://www.atptour.com/en/scores/current,
ethereum-up-or-down-august-7-5am-et,RESOLVED,Up,"Ethereum Up or Down - August 7, 5AM ET",572306,True,2025-08-07T10:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
xrp-up-or-down-september-26-3am-et,RESOLVED,Down,"XRP Up or Down - September 26, 3AM ET",610847,True,2025-09-26T08:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
mlb-ari-atl-2025-06-03,RESOLVED,Diamondbacks,Diamondbacks vs. Braves,548976,True,2025-06-10T23:15:00Z,https://www.mlb.com/,
nba-por-nyk-2025-03-30-spread-away-13pt5,RESOLVED,Knicks,Spread: Knicks (-13.5),532247,True,2025-04-06T22:00:00Z,https://www.nba.com/,
xrp-multistrike-4h-1756627200-2pt82,RESOLVED,Yes,Will the price of XRP be above $2.82 on August 31 at 4AM ET?,584203,True,2025-08-31T08:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-jeff-bezos-or-elon-musk-have-a-higher-net-worth-on-april-25-2021-1,RESOLVED_UNKNOWN,,"Will Jeff Bezos or Elon Musk have a higher net worth on April 25, 2021?",102455,True,2021-04-25T00:00:00Z,http://forbes.com/real-time-billionaires,no payout==1 found
btc-multistrike-4h-1758744000-115pt5k,RESOLVED,No,"Will the price of Bitcoin be above $115,500 on September 24 at 4PM ET?",611077,True,2025-09-24T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
hunter-biden-sentenced-to-community-service-in-gun-case,RESOLVED,No,Hunter Biden sentenced to community service in gun case?,502314,True,2024-12-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
cbb-fgcu-stet-2025-02-20,RESOLVED,Florida Gulf Coast,Florida Gulf Coast vs. Stetson,523821,True,2025-02-28T00:00:00Z,https://www.ncaa.com/,
will-the-highest-temperature-in-london-be-between-69-70f-on-september-11,RESOLVED,No,Will the highest temperature in London be between 69-70°F on September 11?,591462,True,2025-09-11T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-tommy-fleetwood-win-the-tour-championship,RESOLVED,No,Will Tommy Fleetwood win the Tour Championship?,506080,True,2024-09-01T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-portugal-win-the-2024-euros,RESOLVED,No,Will Portugal win the 2024 Euros?,501991,True,2024-07-14T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
bitcoin-up-or-down-july-4-1pm-et,RESOLVED,Up,"Bitcoin Up or Down - July 4, 1PM ET",557148,True,2025-07-04T18:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-cdp-win-the-most-seats-in-the-house-of-councillors-following-the-2025-japan-election,RESOLVED,No,Will CDP win the most seats in the House of Councillors following the 2025 Japan election?,523376,True,2025-07-27T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-issue-an-executive-order-on-february-25,RESOLVED,Yes,Will Trump issue an executive order on February 25?,524984,True,2025-02-25T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-price-of-bitcoin-be-less-than-113500-on-september-14-at-4am-et,RESOLVED,No,"Will the price of Bitcoin be less than $113,500 on September 14 at 4AM ET?",597038,True,2025-09-14T08:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-max-greyserman-be-the-first-round-leader-at-the-2025-pga-tour-3m-open,RESOLVED,No,Will Max Greyserman be the first round leader at the 2025 PGA TOUR 3M Open?,565529,True,2025-07-25T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
ucl-kob-bas-2025-08-27-kob,RESOLVED,Yes,Will FC Kopenhagen win on 2025-08-27?,579101,True,2025-08-27T19:00:00Z,https://www.uefa.com/uefachampionsleague/,
will-jack-draper-win-the-2025-french-open,RESOLVED,No,Will Jack Draper win the 2025 French Open?,541851,True,2025-06-08T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
xrp-up-or-down-august-13-3am-et,RESOLVED,Up,"XRP Up or Down - August 13, 3AM ET",574505,True,2025-08-13T08:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
epl-bur-sun-2025-08-23-bur,RESOLVED,Yes,Will Burnley FC win on 2025-08-23?,575840,True,2025-08-23T14:00:00Z,https://www.premierleague.com/,
will-trumpet-of-patriots-win-the-seat-of-brisbane-in-the-2025-australian-election,RESOLVED,No,Will Trumpet of Patriots win the Seat of Brisbane in the 2025 Australian Election?,537444,True,2025-05-03T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-a-democrat-win-north-carolina-governor-election,RESOLVED,Yes,Will a Democrat win North Carolina Governor Election?,255346,True,2024-11-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cfb-army-ksu-2025-09-06-spread-home-18pt5,RESOLVED,Army,Spread: Kansas State (-18.5),585489,True,2025-09-06T23:00:00Z,https://www.ncaa.com/,
will-sardinian-warrior-win-the-2025-queen-anne-stakes,RESOLVED,No,Will Sardinian Warrior win the 2025 Queen Anne Stakes?,550565,True,2025-06-18T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
wimbledon-alcaraz-vs-fritz-481,RESOLVED,Alcaraz ,Wimbledon: Alcaraz vs. Fritz ,561771,True,2025-07-11T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-the-match-between-chile-and-brazil-end-in-a-draw,RESOLVED,No,Will the match between Chile and Brazil end in a draw?,509468,True,2024-10-10T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
solana-up-or-down-august-26-3am-et,RESOLVED,Up,"Solana Up or Down - August 26, 3AM ET",579745,True,2025-08-26T08:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
btc-multistrike-4h-1757102400-112pt5k,RESOLVED,No,"Will the price of Bitcoin be above $112,500 on September 5 at 4PM ET?",588686,True,2025-09-05T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-joe-biden-be-president-of-the-usa-on-june-30-2021,RESOLVED_UNKNOWN,,"Will Joe Biden be President of the USA on June 30, 2021?",112302,True,2021-06-30T00:00:00Z,https://www.whitehouse.gov/,no payout==1 found
ethereum-up-or-down-june-27-4am-et,RESOLVED,Up,"Ethereum Up or Down - June 27, 4AM ET",555566,True,2025-06-27T09:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-the-price-of-solana-be-between-240-and-242-on-september-19-at-12am-et,RESOLVED,No,Will the price of Solana be between $240 and $242 on September 19 at 12AM ET?,603284,True,2025-09-19T04:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-cha-mia-2025-03-23-total-213pt5,RESOLVED,Over,Over 213.5,529940,True,2025-03-30T22:00:00Z,https://www.nba.com/,
will-mexico-counter-tariff-the-us-in-april,RESOLVED,No,Will Mexico counter tariff the U.S. in April?,534241,True,2025-04-30T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
cbb-utst-ucla-2025-03-20,RESOLVED,UCLA,Utah State vs. UCLA,528453,True,2025-03-28T01:25:00Z,https://www.ncaa.com/,
will-trump-say-maga-5-or-more-times-during-north-carolina-rally-october-22,RESOLVED,No,"Will Trump say ""MAGA"" 5 or more times during North Carolina rally October 22?",510312,True,2024-10-22T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
atp-tien-vs-cerundolo-2025-09-25,RESOLVED,Tien,China Open: Learner Tien vs Francisco Cerundolo,609806,True,2025-10-02T02:00:00Z,https://www.atptour.com/en/scores/current,
wta-tomova-vs-kudermetova-2025-10-05,RESOLVED,Kudermetova,"Wuhan Tennis Open, Qualification: Viktoriya Tomova vs Polina Kudermetova",621649,True,2025-10-12T05:30:00Z,https://www.wtatennis.com/scores,
will-the-epstein-documents-name-bill-gates,RESOLVED,No,Will the Epstein documents name Bill Gates?,253474,True,2024-02-29T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-dolphins-win-super-bowl-2025,RESOLVED,No,Will the Dolphins win Super Bowl 2025?,503317,True,2025-02-09T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
xrp-up-or-down-july-26-4am-et,RESOLVED,Up,"XRP Up or Down - July 26, 4AM ET",567439,True,2025-07-26T09:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
will-elon-tweet-400-449-times-feb-21-28,RESOLVED,No,Will Elon tweet 400-449 times Feb 21-28?,524451,True,2025-02-28T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
solana-up-or-down-on-june-15,RESOLVED,Up,Solana Up or Down on June 15?,552141,True,2025-06-15T16:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
cs2-9ine-ecstatic-2025-10-05-game2,RESOLVED,9INE,Counter-Strike: 9INE vs ECSTATIC - Map 2 Winner,622088,True,2025-10-05T21:15:00Z,https://liquipedia.net/counterstrike/Main_Page,
nba-dal-sac-2025-04-16,RESOLVED,Mavericks,Mavericks vs. Kings,537010,True,2025-04-24T02:00:00Z,https://www.nba.com/,
will-complexity-win-the-fissure-playground-1-tournament,RESOLVED,No,Will Complexity win the FISSURE Playground 1 Tournament?,563455,True,2025-07-20T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1759762800,RESOLVED,Up,"Bitcoin Up or Down - October 6, 11:00AM-11:15AM ET",623204,True,2025-10-06T15:15:00Z,https://data.chain.link/streams/btc-usd,
nhl-lak-stl-2025-03-01,RESOLVED,Blues,Kings vs. Blues,524774,True,2025-03-09T01:00:00Z,https://www.nhl.com/,
eth-multistrike-4h-1757232000-4250,RESOLVED,Yes,"Will the price of Ethereum be above $4,250 on September 7 at 4AM ET?",589737,True,2025-09-07T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
